"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.76294,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.99283,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-02",99.20494,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.40751,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.55774,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.68517,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-06",99.80648,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-07",99.85033,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.88781,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.85408,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.79756,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.7964,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.028,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.3532,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.6188,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.8281,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.9528,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.9067,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.7858,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.7449,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.8189,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-09",100.9504,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.1376,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-11",101.3154,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2015-12",101.4032,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-01",101.2443,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-02",101.0261,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.8006,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.6765,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.5885,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.5126,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-07",100.45,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-08",100.503,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-09",100.5853,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-10",100.7216,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-11",100.8084,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2016-12",100.8035,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-01",100.7568,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-02",100.737,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-03",100.8128,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-04",100.9686,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-05",101.1331,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-06",101.2446,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-07",101.3349,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-08",101.3519,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-09",101.3042,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-10",101.257,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-11",101.2238,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2017-12",101.187,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-01",101.1317,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-02",101.0427,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-03",100.9475,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-04",100.9917,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.1435,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.2795,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-07",101.255,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-08",101.0804,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-09",100.8672,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-10",100.756,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-11",100.7246,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2018-12",100.6867,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-01",100.7319,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-02",100.8635,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-03",100.9928,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-04",101.0028,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-05",101.0617,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-06",101.0791,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-07",100.9598,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-08",100.7945,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-09",100.6146,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-10",100.3879,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-11",100.1988,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2019-12",100.0964,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-01",100.1279,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.2059,
"ESP","CCI","AMPLITUD","LTRENDIDX","M","2020-03",100.1556,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2007-08",101.4476,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2007-09",101.1999,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.9526,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.3133,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.0404,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-01",99.92485,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-02",99.70491,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-03",99.10649,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-04",98.40292,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-05",97.61567,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.87798,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-07",96.46656,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-08",96.33044,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-09",96.12468,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-10",95.53533,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-11",95.08961,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2008-12",94.81871,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-01",94.9679,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-02",95.2853,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-03",95.55264,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-04",95.98562,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.5132,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.138,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.82418,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-08",98.36377,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.97485,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-10",99.23309,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-11",99.42506,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.49664,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.50327,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-02",99.6517,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-03",99.7267,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-04",99.32044,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-05",99.07957,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.29829,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.66814,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-08",100.0414,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-09",100.0235,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-10",100.0353,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-11",100.0842,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2010-12",99.90354,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.81052,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.82883,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-03",99.85741,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-04",99.84099,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-05",99.93031,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-06",100.0076,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.97474,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.44981,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.66834,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.02622,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.50127,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.37084,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.41468,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.46082,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.75735,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-04",98.05736,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-05",98.15352,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.10692,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-07",97.62207,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.96233,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.52814,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.15679,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.04778,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.15192,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.24259,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.52937,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.73623,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-04",97.13701,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-05",97.32853,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-06",97.41644,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-07",97.33255,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-08",97.72919,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.62756,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.4366,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-11",99.83015,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2013-12",99.69337,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.99368,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.40856,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.40093,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.70876,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.76818,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.57678,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.21861,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-08",97.86668,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-09",97.91454,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.23266,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.30946,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.33092,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.42379,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-02",98.67188,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-03",98.9099,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.26871,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.37054,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.06582,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.97339,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-08",99.04767,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.23763,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.52592,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-11",100.0032,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2015-12",100.4668,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-01",100.7363,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-02",100.757,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-03",100.6701,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-04",100.4142,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-05",100.7192,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-06",100.9821,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-07",101.1527,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-08",101.2071,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-09",101.2027,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-10",101.4513,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-11",101.7675,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2016-12",101.8627,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-01",102.1617,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-02",102.2725,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-03",102.3867,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-04",102.338,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-05",102.3945,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-06",102.4764,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-07",102.4018,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-08",102.4468,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-09",102.5511,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-10",102.6891,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-11",102.9159,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2017-12",103.0792,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-01",103.1958,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-02",102.8359,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-03",102.2148,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-04",101.8353,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-05",101.6731,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-06",101.7455,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-07",102.0089,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-08",102.0219,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-09",101.9666,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-10",102.0311,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-11",102.2379,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2018-12",102.3421,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-01",102.4174,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-02",102.5254,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-03",102.716,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-04",102.768,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-05",102.6035,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-06",102.3485,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-07",102.1576,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-08",101.9784,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-09",101.6662,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-10",101.5036,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-11",101.5682,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2019-12",101.5929,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-01",101.2412,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-02",100.6872,
"LUX","CCI","AMPLITUD","LTRENDIDX","M","2020-03",99.64501,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-08",100.6296,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-09",100.8143,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-10",100.8676,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-11",100.7445,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2007-12",100.5982,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-01",100.4325,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-02",100.248,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-03",100.0539,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-04",99.82588,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.55549,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.33312,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.25615,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.11694,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.85114,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-10",98.62253,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-11",98.63602,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2008-12",98.81373,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-01",98.9445,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-02",98.94102,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-03",98.98971,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-04",99.14673,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-05",99.27113,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-06",99.39314,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-07",99.47208,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.64561,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.94254,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.2814,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.2458,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2009-12",99.88715,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-01",99.43383,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.97977,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.47582,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.03893,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-05",97.66804,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-06",97.48178,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-07",97.42819,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.3894,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.19001,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-10",96.99809,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-11",96.81815,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2010-12",96.61969,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-01",96.62579,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-02",96.81415,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-03",96.93821,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-04",96.92744,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-05",96.82677,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-06",96.63518,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-07",96.49697,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-08",96.45866,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-09",96.29014,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-10",95.98489,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-11",95.81081,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2011-12",95.74593,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-01",95.71592,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-02",95.69515,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-03",95.79111,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-04",95.94812,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-05",96.20464,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-06",96.49094,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-07",96.63529,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-08",96.58482,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-09",96.36986,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-10",96.19067,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-11",96.13422,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2012-12",96.16324,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-01",96.25408,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-02",96.39495,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-03",96.49504,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-04",96.56972,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-05",96.67665,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-06",96.62381,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-07",96.4693,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-08",96.34782,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-09",96.43494,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-10",96.6701,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-11",96.8506,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2013-12",96.99425,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.09541,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.29844,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-03",97.61528,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-04",97.88554,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.11173,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.30678,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.35837,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.25962,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.22958,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-10",98.42251,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-11",98.6137,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2014-12",98.71311,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-01",98.92732,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.33407,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.496,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.2585,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.90476,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-06",98.47852,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-07",97.96569,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-08",97.49419,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-09",97.33051,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-10",97.37302,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-11",97.42435,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2015-12",97.48396,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-01",97.33457,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-02",97.0803,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-03",96.86133,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-04",96.80926,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-05",96.90381,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-06",97.07018,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-07",97.15697,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-08",97.23165,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-09",97.35805,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-10",97.42189,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-11",97.37586,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2016-12",97.30251,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-01",97.09799,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-02",96.81714,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-03",96.66969,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-04",96.76674,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-05",96.89683,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-06",97.09916,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-07",97.47915,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-08",97.92457,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-09",98.24187,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-10",98.38094,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-11",98.44388,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2017-12",98.47349,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-01",98.44466,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-02",98.36161,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-03",98.30472,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-04",98.35067,
"GRC","CCI","AMPLITUD","LTRENDIDX","M","2018-05",98.40282,
